Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Supervisor District,City Analysis Neighborhood,Lead Agency,Program Area,Project Area,Project Type,Housing Tenure,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated/Actual Construction Start Date,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,LOSP Units,Public Housing Replacement Units,20% AMI,30% AMI,40% AMi,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,105% AMI,110% AMI,120% AMI,130% AMI,150% AMI,AMI Undeclared,Latitude,Longitude,Location
2012-012,(3) Design with Entitlements Approved,376 Castro,376,Castro,St,94114,8,Castro/Upper Market,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,,,08/01/2014,06/29/2019,376 castro Street LLC,,,2004.0976,http://propertymap.sfplanning.org/?search=2004.0976,"2004.0976C,2004.0976E,2004.0976E_3,2004.0976K,2004.0976V",08/02/2012,On-site BMR Project,24,3,21,13,0,0,1,2,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37.762921251,-122.435500090999,POINT (-122.435500090999 37.762921251)
2018-018,(4) Site Work Permit Issued,635 Fulton St,635,Fulton,St,94102,5,Hayes Valley,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,,,08/28/2020,10/22/2022,802 Franklin LLC,,,2017-007542PRJ,http://propertymap.sfplanning.org/?search=2017-007542PRJ,"2017-007542CUA,2017-007542ENV,2017-007542PPA,2017-007542TDM,2017-007542VAR",08/30/2018,On-Site BMR Project,17,0,17,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2013-040,(6) Complete,Westbrook Apartments,40,Harbor,Rd,94124,10,Bayview Hunters Point,MOHCD,Rental Assistance Demonstration Program (RAD),0,Rehabilitation,Rental,11/07/2016,06/15/2016,11/07/2016,11/07/2016,03/21/2019,San Francisco Housing Development Corporation,Related California / John Stewart Company,"Westbrook Housing Partners, LP",2015-015743PRJ,http://propertymap.sfplanning.org/?search=2015-015743PRJ,,,,223,221,2,99,0,0,4,57,116,44,0,28,2,"2bd, 2bd",221,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2015-020,(3) Design with Entitlements Approved,San Francisco Overlook,599,Crestmont,St,94131,7,Inner Sunset,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,,,05/12/2017,07/06/2019,"San Francisco Overlook, LLC",,,2004.0093,http://propertymap.sfplanning.org/?search=2004.0093,"2004.0093C,2004.0093CUA-02,2004.0093E,2004.0093E_3,2004.0093E_5,2004.0093V",05/14/2015,Fee Payment,29,0,29,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.758412151,-122.460923159999,POINT (-122.460923159999 37.758412151)
2019-006,(3) Design with Entitlements Approved,915 North Point St,915,North Point,St,94109,2,Russian Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,04/30/2021,06/24/2023,"Jamestown Premier GHRSQ, LP",,,2017-000280PRJ,http://propertymap.sfplanning.org/?search=2017-000280PRJ,,05/02/2019,Fee Payment,37,0,37,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2012-006,(2) Predevelopment Feasibility,Alice Griffith Phase 6 (Block 9),,Address not yet assigned,,94124,10,Bayview Hunters Point,OCII,HOPE SF,Candlestick Point,New Construction,Rental,04/01/2024,,,04/01/2024,12/01/2025,McCormack Baron Salazar,,Entity to be formed,Not Applicable,,,,,131,130,1,99,0,0,130,0,0,0,0,13,1,2bd,0,130,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,37.718812801,-122.386750480999,POINT (-122.386750480999 37.718812801)
2018-012,(5) First Construction Document Issued,235 Valencia St,235,Valencia,St,94103,9,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,11/16/2018,04/01/2019,04/01/2019,05/25/2021,DDG 235 Valencia Realty LLC,,,2016-007877PRJ,http://propertymap.sfplanning.org/?search=2016-007877PRJ,"2016-007877ENV,2016-007877GPR,2016-007877PPA,2016-007877TDM,2016-007877VAR",09/24/2018,"On-site BMR Project, Fee Payment",40,5,35,13,0,2,1,2,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2018-041,(3) Design with Entitlements Approved,1075-1089 Folsom,1075,Folsom,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,11/19/2020,01/13/2023,,,,2016-008438PRJ,http://propertymap.sfplanning.org/?search=2016-008438PRJ,,11/21/2018,On-site BMR Project,48,12,36,25,0,12,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,3,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2015-042,(6) Complete,"HPSY, Block 55 (Inclusionary)",528,Hudson,St,94124,10,Bayview Hunters Point,OCII,Limited Equity Program,HP Shipyard Phase 1,New Construction,Ownership,08/01/2017,10/07/2016,05/15/2017,05/15/2017,08/15/2019,1899-12-31T00:00:00.000,,,Not Applicable,,,,,66,3,63,5,0,0,0,1,2,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2015-047,(5) First Construction Document Issued,Sunnydale - Parcel Q,1477-1497,Sunnydale,Ave,94134,10,Visitacion Valley,MOHCD,HOPE SF,0,New Construction,Rental,01/29/2018,11/20/2017,01/05/2018,01/05/2018,09/22/2019,Related California,Mercy Housing California,"Sunnydale Parcel Q Housing Partners, LP",Not Yet Available,,,03/03/2017,,55,54,1,98,0,3,19,18,14,0,0,0,1,2bd,54,0,0,0,0,0,41,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,37.711536015,-122.415814802999,POINT (-122.415814802999 37.711536015)
2012-008,(3) Design with Entitlements Approved,1150 16th  (AKA 1208 8th),1150,16th,St,94107,10,Mission Bay,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,,,04/11/2014,06/29/2019,Sergio Nibbi,,,2004.1004,http://propertymap.sfplanning.org/?search=2004.1004,"2004.1004C,2004.1004E,2004.1004E_3,2004.1004K,2004.1004S",04/12/2012,On-site BMR Project,15,2,13,13,0,0,1,1,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,37.766665445,-122.398974467999,POINT (-122.398974467999 37.766665445)
2018-043,(5) First Construction Document Issued,65-69 Woodward,65,Woodward,St,94103,9,Mission,MOHCD,Small Sites Program,0,Rehabilitation,Rental,09/01/2018,,,09/01/2018,05/30/2019,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,6,6,0,100,0,0,0,6,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-056,(5) First Construction Document Issued,3182-3198 24th,3182-3198,24th,St,94110,9,Mission,MOHCD,Small Sites Program,0,Rehabilitation,Rental,04/08/2019,,,04/08/2019,11/01/2019,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,8,8,0,100,0,4,2,0,2,0,0,0,0,,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-113,(5) First Construction Document Issued,345 6th,345,6th,St,94107,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,04/05/2017,12/07/2017,12/07/2017,01/31/2020,"SST Investments, LLC",,,2013.1773,http://propertymap.sfplanning.org/?search=2013.1773,"2013.1773E,2013.1773K,2013.1773U,2013.1773X,2013.1773X_OLD",11/10/2016,On-site BMR Project,102,14,88,14,14,0,0,0,0,0,0,0,0,,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,37.778164901,-122.404677383999,POINT (-122.404677383999 37.778164901)
2016-124,(4) Site Work Permit Issued,300/350 Octavia,300,Octavia,St,94102,5,Hayes Valley,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,10/16/2018,12/09/2020,DDG 235 Valencia Realty LLC,,,2014-002330PRJ,http://propertymap.sfplanning.org/?search=2014-002330PRJ,,10/17/2016,On-site BMR Project,24,3,21,13,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37.775308478,-122.424082001999,POINT (-122.424082001999 37.775308478)
2013-039,(6) Complete,Clementina Towers,320-330,Clementina,St,94103,6,South of Market,MOHCD,Rental Assistance Demonstration Program (RAD),0,Rehabilitation,Rental,11/07/2016,07/18/2016,11/30/2016,11/30/2016,05/15/2019,Tenderloin Neighborhood Development Corporation,,"Clementina Towers Associates, LP",2015-011205PRJ,http://propertymap.sfplanning.org/?search=2015-011205PRJ,2015-011205ENV,,,276,274,2,99,0,226,48,0,0,0,0,28,2,"1bd, 1bd",0,274,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2013-051,(5) First Construction Document Issued,Transbay Block 8 (Affordable Component),250,Fremont,St,94105,6,Financial District/South Beach,OCII,Multifamily Rental Program,Transbay,New Construction,Rental,12/20/2016,07/13/2016,03/06/2019,03/06/2019,04/04/2019,Related California,Tenderloin Neighborhood Development Corporation,"T8 Housing Partners, LP",Not Applicable,,,,,80,79,1,99,0,0,39,16,24,0,0,0,1,1bd,79,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2018-035,(3) Design with Entitlements Approved,3637-3657 Sacramento,3637,Sacramento,St,94118,5,Haight Ashbury,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,07/01/2023,,,11/06/2020,12/31/2022,Sacramento Locust Associates,,,2007.1347,http://propertymap.sfplanning.org/?search=2007.1347,,11/08/2018,Fee Payment,18,0,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2013-046,(5) First Construction Document Issued,1950 Mission,1950,Mission,St,94103,9,Mission,MOHCD,Multifamily Rental Program,0,New Construction,Rental,12/07/2018,02/16/2018,12/28/2018,12/28/2018,10/31/2020,BRIDGE Housing Corporation,Mission Housing Development Corporation,1950 Mission Associates LLC,2016-001514PRJ,http://propertymap.sfplanning.org/?search=2016-001514PRJ,"2016-001514CUA,2016-001514ENV,2016-001514PPA",06/19/2018,,157,155,2,99,0,32,36,73,14,0,0,16,2,3bd,155,0,0,40,0,40,0,0,40,0,41,0,74,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2017-048,(5) First Construction Document Issued,595 Mariposa St,595,Mariposa,St,94107,10,Potrero Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,01/26/2017,04/17/2017,04/17/2017,06/11/2019,"SoMA Residential Development, LLC",,,2014.1579,http://propertymap.sfplanning.org/?search=2014.1579,"2014.1579CND,2014.1579ENV,2014.1579GEN-02,2014.1579SHD,2014.1579U",06/08/2016,Fee Payment,20,0,20,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76414083,-122.389528400999,POINT (-122.389528400999 37.76414083)
2015-038,(3) Design with Entitlements Approved,525 Harrison,525,Harrison,St,94105,6,Financial District/South Beach,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,09/22/2017,11/16/2019,Hines Interests Ltd.,,,2013.0159,http://propertymap.sfplanning.org/?search=2013.0159,"2013.0159E,2013.0159T,2013.0159U,2013.0159X,2013.0159Z",09/24/2015,On-site BMR Project,205,25,180,12,0,5,9,11,0,0,0,0,0,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,37.785367205,-122.393359322999,POINT (-122.393359322999 37.785367205)
2000-016,(2) Predevelopment Feasibility,Derek Silva Community,20,Franklin,St,94102,5,Hayes Valley,MOHCD,Bond Financed Multifamily Housing,0,Rehabilitation,Rental,,,,,,Mercy Housing California,,,0,http://propertymap.sfplanning.org/?search=0,,,,68,68,0,100,0,36,27,5,0,0,0,0,0,,0,0,0,0,68,0,0,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,37.774498,-122.420698,POINT (-122.420698 37.774498)
2013-006,(6) Complete,5400 Geary,5400,Geary,St,94121,1,Outer Richmond,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,06/11/2015,03/17/2016,03/17/2016,02/01/2019,,,,2004.0482,http://propertymap.sfplanning.org/?search=2004.0482,"2004.0482C,2004.0482CND,2004.0482E,2004.0482K,2004.0482SUB",04/25/2013,On-site BMR Project,37,4,33,11,0,0,1,2,1,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,37.781142437,-122.477596542999,POINT (-122.477596542999 37.781142437)
2017-043,(4) Site Work Permit Issued,198 Valencia,198,Valencia,St,94103,8,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,11/29/2018,,05/30/2019,07/23/2021,,,,2013.1458,http://propertymap.sfplanning.org/?search=2013.1458,"2013.1458DRP,2013.1458DRP-02,2013.1458E,2013.1458MCM,2013.1458SHD,2013.1458U,2013.1458VAR",05/03/2017,On-site BMR Project,28,3,25,11,0,0,2,1,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2014-006,(4) Site Work Permit Issued,2601 Van Ness,2601,Van Ness,Ave,94109,2,Marina,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,07/01/2023,04/04/2016,,10/03/2016,06/29/2019,"Van Ness Terraces, LLC",,,2018-000908,http://propertymap.sfplanning.org/?search=2018-000908,,12/04/2018,On-Site BMR Project,60,18,42,30,0,0,11,7,0,0,0,0,0,,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,0,0,37.79966249,-122.424616673999,POINT (-122.424616673999 37.79966249)
2016-097,(1) Preliminary Phase,Transbay Block 12,,Address not yet assigned,,94105,6,Financial District/South Beach,OCII,Multifamily Rental Program,Transbay,New Construction,Unknown,12/31/2027,,,12/31/2027,06/23/2029,Developer not yet selected,,Developer not yet selected,Not Applicable,,,,,80,79,1,99,0,0,0,0,0,0,0,0,1,,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2019-007,(3) Design with Entitlements Approved,400-444 Divisadero St; 1048-1062 Oak St,400,Divisadero,St,94117,5,Hayes Valley,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,05/21/2021,07/15/2023,Genesis CA Development LLC,,,2015-007816PRJ,http://propertymap.sfplanning.org/?search=2015-007816PRJ,,05/23/2019,On-site BMR Project,184,37,147,20,0,18,4,15,0,0,0,0,0,,37,0,0,0,0,0,0,0,0,0,0,23,0,7,0,0,0,7,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-131,(5) First Construction Document Issued,1801 Mission,1801,Mission,St,94110,9,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,08/01/2017,06/04/2018,06/04/2018,07/28/2020,Corvorn LLC,,,2009.1011,http://propertymap.sfplanning.org/?search=2009.1011,,11/14/2016,On-site BMR Project,17,2,15,12,0,0,1,1,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,37.768140991,-122.419684459999,POINT (-122.419684459999 37.768140991)
2018-015,(3) Design with Entitlements Approved,255 Shipley St,255,Shipley,St,94017,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,08/21/2020,10/15/2022,"Reuben, Junius & Rose, LLP",,,2016-012030PRJ,http://propertymap.sfplanning.org/?search=2016-012030PRJ,"2016-012030ENV,2016-012030ENX,2016-012030PPA",08/23/2018,On-site BMR Project,24,3,21,13,0,2,0,1,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2019-008,(5) First Construction Document Issued,33 Norfolk St,33,Norfolk,St,94103,6,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,06/26/2019,,12/25/2019,02/17/2022,The International Land Group,,,2014.0008,http://propertymap.sfplanning.org/?search=2014.0008,,04/26/2019,On-site BMR Project,19,3,16,16,0,0,0,0,0,0,0,0,0,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-115,(3) Design with Entitlements Approved,5 Thomas Mello Circle,5,Thomas Mello,Cir,94134,10,Bayview Hunters Point,MOHCD,Inclusionary Housing Program,0,New Construction,"Ownership, Rental",,,,11/16/2018,01/09/2021,Ocean Landing LLC,,,2015-009690PRJ,http://propertymap.sfplanning.org/?search=2015-009690PRJ,"2015-009690CND,2015-009690CUA,2015-009690DNX,2015-009690ENV,2015-009690PRV",11/17/2016,On-site BMR Project,585,72,513,12,0,0,43,20,9,0,0,0,0,,72,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,37.709992501,-122.393791358999,POINT (-122.393791358999 37.709992501)
2016-031,(5) First Construction Document Issued,Swiss American,534,Broadway,,94133,3,North Beach,MOHCD,Multifamily Rental Program,0,Rehabilitation,Rental,12/01/2017,02/16/2018,,12/01/2017,06/30/2019,Chinatown Community Development Center,,Chinatown Community Development Center,2016-013224PRJ,http://propertymap.sfplanning.org/?search=2016-013224PRJ,2016-013224VAR,,,66,65,1,98,65,0,0,0,0,0,0,0,1,SRO,65,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-132,(1) Preliminary Phase,"HPSY, Block 1 (Rental)",0,Address not yet assigned,1899-12-31T00:00:00.000,94124,10,Bayview Hunters Point,OCII,OCII Inclusionary Rental Program,HP Shipyard Phase 1,New Construction,Rental,07/01/2021,,,07/01/2021,12/23/2022,1899-12-31T00:00:00.000,,,Not Applicable,,,,,174,18,156,10,0,0,0,0,0,0,0,0,0,,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-121,(5) First Construction Document Issued,3620 Cesar Chavez,3620,Cesar Chavez,St,94110,8,Mission,MOHCD,Inclusionary Housing Program,0,New Construction,Unknown,,11/02/2017,05/21/2018,05/21/2018,07/14/2020,,,,2015-009459PRJ,http://propertymap.sfplanning.org/?search=2015-009459PRJ,"2015-009459ENV,2015-009459ENX,2015-009459PPA",04/14/2016,Fee Payment,24,0,24,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.748322859,-122.421910784999,POINT (-122.421910784999 37.748322859)
2016-091,(1) Preliminary Phase,"HPSY I, Block 48 (OCII 1)",755,La Salle,Ave,94124,10,Bayview Hunters Point,OCII,Multifamily Rental Program,HP Shipyard Phase 1,New Construction,Rental,12/31/2023,,,12/31/2023,06/23/2025,Developer not yet selected,,Developer not yet selected,Not Applicable,,,,,18,18,0,100,0,0,0,0,0,0,0,0,0,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2014-015,(6) Complete,1433 Bush,1433,Bush,St,94109,3,Nob Hill,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,12/20/2017,03/22/2018,03/22/2018,05/15/2020,JS Sullivan Development,,,2015-009279PRJ,http://propertymap.sfplanning.org/?search=2015-009279PRJ,"2015-009279CUA,2015-009279ENV,2015-009279PRV,2015-009279TDM,2015-009279VAR",06/01/2017,On-site BMR Project,40,6,34,15,0,2,2,0,2,0,0,0,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,37.788363254,-122.420841303999,POINT (-122.420841303999 37.788363254)
2018-024,(2) Predevelopment Feasibility,Bernal Gateway Apartments,3101,Mission,St,94110,9,Bernal Heights,MOHCD,Bond Financed Multifamily Housing,0,Rehabilitation,Rental,,,,,,Bernal Heights Neighborhood Center,,Bernal Heights Neighborhood Center,Not Yet Available,,,,,55,54,1,98,0,0,9,29,12,4,0,0,1,3bd,54,0,0,0,0,0,0,15,16,0,0,0,23,0,0,0,0,0,0,0,0,0,37.747693542,-122.417785291999,POINT (-122.417785291999 37.747693542)
2017-042,(4) Site Work Permit Issued,Bernal Dwellings HOPE VI,3138,Kamille,Ct,94110,9,Bernal Heights,MOHCD,Multifamily Rental Program,0,Rehabilitation,Rental,12/15/2019,,,12/15/2019,12/15/2021,McCormack Baron Salazar,San Francisco Housing Development Corporation,"Bernal Homes, L.P.",Not Applicable,,,,,160,159,1,99,0,0,3,84,70,2,0,16,1,2bd,159,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2009-002,(4) Site Work Permit Issued,180 Jones  / 181 Turk,180,Jones,St,94102,6,Tenderloin,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,09/09/2015,,03/09/2016,06/29/2019,Eddie Tsang,,,2005.0267,http://propertymap.sfplanning.org/?search=2005.0267,"2005.0267C,2005.0267E,2005.0267K,2005.0267V",03/05/2009,On-site BMR Project,37,4,33,11,0,0,2,2,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,37.78282592,-122.412155091999,POINT (-122.412155091999 37.78282592)
2016-054,(4) Site Work Permit Issued,469 Eddy,469,Eddy,St,94102,6,Tenderloin,MOHCD,Inclusionary Housing Program,0,New Construction,Ownership,,11/30/2018,,05/31/2019,07/24/2021,"469 Eddy Street, LLC",,,2014.0562,http://propertymap.sfplanning.org/?search=2014.0562,"2014.0562CUA,2014.0562E,2014.0562SHD,2014.0562U,2014.0562VAR",05/12/2016,On-site BMR Project,28,4,24,14,0,0,2,2,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,37.783303868,-122.415318719999,POINT (-122.415318719999 37.783303868)
2017-053,(5) First Construction Document Issued,305 San Carlos,305,San Carlos,St,94110,9,Mission,MOHCD,Small Sites Program,0,Rehabilitation,Rental,12/01/2017,,,12/01/2017,12/15/2019,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,12,12,0,100,0,7,3,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2012-010,(5) First Construction Document Issued,500 Folsom (Transbay Block 9),500-510,Folsom,St,94105,6,Financial District/South Beach,OCII,OCII Inclusionary Rental Program,Transbay,New Construction,Rental,02/16/2016,02/18/2016,04/26/2017,04/26/2017,09/11/2019,Essex/TMG,BRIDGE Housing Corporation,"Block 9 Residential, LLC",Not Applicable,,,,,537,109,428,20,0,34,61,14,0,0,0,11,1,2bd,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
1990-008,(2) Predevelopment Feasibility,Hamlin Hotel,385,Eddy,St,94102,6,Tenderloin,MOHCD,Multifamily Rental Program,0,Rehabilitation,Rental,09/16/2019,,,09/16/2019,02/15/2021,Chinatown Community Development Center,,Hamlin Hotel LP,Not Applicable,,,,,69,67,2,97,67,0,0,0,0,0,0,0,2,SRO,67,0,0,67,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2016-073,(4) Site Work Permit Issued,1740 Market,1740,Market,St,94102,5,Hayes Valley,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,12/05/2018,,06/05/2019,07/29/2021,Warner Schmalz,,,2014.0409,http://propertymap.sfplanning.org/?search=2014.0409,"2014.0409CUA,2014.0409ENV,2014.0409PPA,2014.0409U,2014.0409VAR",07/28/2016,On-site BMR Project,100,12,88,12,0,1,5,4,2,0,0,0,0,,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,37.772544177,-122.423102027999,POINT (-122.423102027999 37.772544177)
2017-032,(3) Design with Entitlements Approved,230 7th,230,7th,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,,,11/29/2019,01/22/2022,Farella Braun + Martell LLP,,,2014.0244,http://propertymap.sfplanning.org/?search=2014.0244,"2014.0244E,2014.0244ENX,2014.0244SHD,2014.0244TDM,2014.0244U,2014.0244U_OLD",11/30/2017,On-site BMR Project,40,5,35,13,0,0,3,2,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,37.767265685687,-122.41946187,POINT (-122.41946187 37.7672656856872)
2011-003,(2) Predevelopment Feasibility,600 7th St (formerly 801 Brannan),600,7th,St,94103,6,South of Market,MOHCD,Multifamily Rental Program,0,New Construction,Rental,04/30/2022,,,04/30/2022,04/01/2024,Developer not yet selected,,Developer not yet selected,Not Yet Available,,,,,150,149,1,99,0,0,0,0,0,0,0,0,1,,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,37.788578569571,-122.416591818,POINT (-122.416591818 37.7885785695712)
2006-005,(5) First Construction Document Issued,"Trinity Plaza Apartments, Phase IV",1167,Market,St,94103,6,South of Market,MOHCD,Inclusionary Housing Program,0,New Construction,Rental,,10/24/2016,08/08/2018,08/08/2018,10/01/2020,Trinity Properties,,,2002.1179,http://propertymap.sfplanning.org/?search=2002.1179,"2002.1179C,2002.1179E,2002.1179K,2002.1179M,2002.1179Q,2002.1179T,2002.1179W,2002.1179X,2002.1179Z",08/03/2006,On-site BMR Project,493,74,419,15,0,0,0,0,0,0,0,0,0,,74,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,37.778456858,-122.413427037999,POINT (-122.413427037999 37.778456858)
