Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_bh8s_q3mv,:@computed_region_yftq_j783,:@computed_region_rxqg_mtj9,:@computed_region_jx4q_fizf,:@computed_region_uruc_drv6
M946427,8,otc alterations permit,07/03/2018,0644,001,1601,,Sacramento,St,,,street space,issued,07/03/2018,07/03/2018,07/03/2018,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.791519963409485, -122.41948014890181)",151445477483,105,4,3,21,28858,13,10,6,2
201807063874,8,otc alterations permit,07/06/2018,0220,010,1348,,Sacramento,St,,,apt. #3 remodel. bathroom and kitchen remodel. electrical and plumbing upgrade. drywall and painting.,cancelled,12/28/2018,07/06/2018,07/06/2018,,,,3,3,,,07/01/2019,18000,36000,apartments,18,apartments,18,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.792416999265804, -122.41500842830533)",151472462826,16,6,3,21,28858,5,10,1,2
201807114271,3,additions alterations or repairs,07/11/2018,0636,038,2451,,Sacramento,St,,,"improvements to (e) emergency generator, replace fuel oil tank.** maher: n/a **",issued,11/02/2018,07/11/2018,11/02/2018,,,,1,1,,,10/28/2019,25000,25000,apartments,98,apartments,98,2,,1,constr type 1,1,constr type 1,,2,Pacific Heights,94115,"(37.78966078022135, -122.43319509133869)",1515268495475,102,4,6,30,29490,13,1,6,11
M948248,8,otc alterations permit,07/11/2018,1009,029,3490,,Sacramento,St,,,street space,issued,07/11/2018,07/11/2018,07/11/2018,,,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78797476510885, -122.45007792783957)",151536186995,10,8,6,31,54,13,1,9,11
201807124374,8,otc alterations permit,07/12/2018,0622,032,1776,,Sacramento,St,401,,"apt 401: remodel 1 bathroom, like for like, 40sf. no changes to layout, no mods to walls. maher n/a.",complete,09/19/2018,07/12/2018,07/12/2018,09/19/2018,,,7,7,,,07/07/2019,16000,16000,apartments,51,apartments,51,0,,1,constr type 1,1,constr type 1,,3,Nob Hill,94109,"(37.79161843397054, -122.42209822959731)",151542176535,105,4,3,21,28858,13,10,6,2
201807124402,8,otc alterations permit,07/12/2018,0623,003,1844,,Sacramento,St,,,"both units - remodel kitchen, bath & 1/2 bath. upgrade electrical service, 200amps",complete,01/17/2019,07/12/2018,07/12/2018,01/17/2019,,,3,3,,,07/07/2019,50000,50000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.79144651527333, -122.42343231695286)",151545476583,102,4,6,30,28858,13,1,6,11
201807124402,8,otc alterations permit,07/12/2018,0623,003,1846,,Sacramento,St,,,"both units - remodel kitchen, bath & 1/2 bath. upgrade electrical service, 200amps",complete,01/17/2019,07/12/2018,07/12/2018,01/17/2019,,,3,3,,,07/07/2019,50000,50000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.79144651527333, -122.42343231695286)",1515456431478,102,4,6,30,28858,13,1,6,11
201807124457,8,otc alterations permit,07/12/2018,0222A,035,1170,,Sacramento,St,10,C,"remove two existing closets, fabricate new, install remvoe entry closet, facricage bar area. new closet doors. refinish floors and paint throughout. no structural work. shelving units only, no walls.",complete,10/16/2018,07/12/2018,07/12/2018,10/16/2018,,,19,19,,,07/07/2019,10000,10000,apartments,72,apartments,72,0,,1,constr type 1,1,constr type 1,,3,Nob Hill,94108,"(37.79293048567304, -122.41218963211746)",151552563044,16,6,3,21,28857,3,10,1,2
201807124464,3,additions alterations or repairs,07/12/2018,0222A,001,1170,,Sacramento,St,2,A,voluntary seismic upgrade. structural strengthening of exterior lobby & garage lvl exterior columns w/ frp structural wrap. structural strengthening of (e) elevator core interior & exterior shaft. strengthening of exterior stairwell balcony concrete curbs. strengthening of 1st lvl garage ceiling,filed,07/12/2018,07/12/2018,,,,,19,19,,,,850000,,apartments,72,apartments,72,2,,1,constr type 1,1,constr type 1,,3,Nob Hill,94108,"(37.79293048567304, -122.41218963211746)",1515536297174,16,6,3,21,28857,3,10,1,2
M948650,8,otc alterations permit,07/12/2018,0639,014,2153,,Sacramento,St,,,street space,issued,07/12/2018,07/12/2018,07/12/2018,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94109,"(37.79027443433542, -122.42834876966444)",1515563236163,102,4,6,30,28858,13,1,6,11
201807164663,8,otc alterations permit,07/16/2018,1013,012,3870,,Sacramento,St,,,revision to soft story bpa #201709158439 & #201709158444. shorten wall along line b. revised holdown detail. added footing detail.,complete,08/29/2018,07/16/2018,07/19/2018,08/29/2018,,,4,4,,,07/14/2019,1,1,apartments,6,apartments,6,2,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78722482213868, -122.45638194912752)",151585187121,10,8,6,31,54,11,1,9,11
M949927,8,otc alterations permit,07/16/2018,0633,011,2799,,Sacramento,St,,,street space/mta meters,issued,07/16/2018,07/16/2018,07/16/2018,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.78907907884656, -122.43867082759326)",15158622212,102,4,6,30,29490,13,1,9,11
201807164676,8,otc alterations permit,07/16/2018,0633,011,2799,,Sacramento,St,0,,relocation of ada bathroom approves per bpa #201708043909.,issued,07/17/2018,07/16/2018,07/17/2018,,,,3,3,,,07/12/2019,1,1,retail sales,6,retail sales,6,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78907907884656, -122.43867082759326)",1515875420764,102,4,6,30,29490,13,1,9,11
201807174775,8,otc alterations permit,07/17/2018,1004,018,2930,,Sacramento,St,,,"structural upgrade: install shear walls, retaining walls and moment frames. comply with spebc chapter 4d per 2016 cebc appendix a-4.",complete,11/21/2018,07/17/2018,08/17/2018,11/21/2018,,,4,4,,,08/12/2019,38000,42000,apartments,10,apartments,10,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78899945623474, -122.44217207284005)",151602086772,102,8,6,30,29490,13,1,9,11
201807194940,3,additions alterations or repairs,07/19/2018,1023,001,3107,,Sacramento,St,,,"tenant improvemnet: change of use from office to classroom. remove non-load bearing partition, new paint and carpet throughout, new threshold + power door opener @ entry",complete,07/23/2019,07/19/2018,12/03/2018,07/23/2019,,,2,2,,,11/28/2019,12900,12900,office,0,day care center,0,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78840836962428, -122.44421395195295)",1516237431508,102,8,6,30,29490,13,1,9,11
M951987,8,otc alterations permit,07/19/2018,1013,012,3870,,Sacramento,St,,,street space,issued,07/19/2018,07/19/2018,07/19/2018,,,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78722482213868, -122.45638194912752)",151631387121,10,8,6,31,54,11,1,9,11
M952307,8,otc alterations permit,07/19/2018,0218,015,1590,,Sacramento,St,,,street space,issued,07/19/2018,07/19/2018,07/19/2018,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.79190333230771, -122.41894307724294)",1516379232935,16,6,3,21,28858,5,10,1,2
M952367,8,otc alterations permit,07/19/2018,0249,022,1589,,Sacramento,St,0,,street space,issued,07/19/2018,07/19/2018,07/19/2018,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.79164846321226, -122.41891410159046)",1516391477686,16,6,3,21,28858,5,10,1,2
M953868,8,otc alterations permit,07/23/2018,1006,029,3170,,Sacramento,St,,HOA,street space,issued,07/23/2018,07/23/2018,07/23/2018,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.78867049794189, -122.4453316810311)",1516739468947,102,8,6,30,29490,13,1,9,11
M953927,8,otc alterations permit,07/23/2018,1025,027B,2961,,Sacramento,St,,,street space,issued,07/23/2018,07/23/2018,07/23/2018,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.788597394918035, -122.44155250925718)",151674687473,102,8,6,30,29490,13,1,9,11
201807245402,8,otc alterations permit,07/24/2018,0631,019,2678,,Sacramento,St,0,,perform repairs as per lingruen assc termite report 78470-sa item 5d replace inkind,complete,08/22/2018,07/24/2018,07/24/2018,08/22/2018,,,4,4,,,07/19/2019,7800,7800,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78969895531884, -122.437013342045)",1516901403430,102,4,6,30,29490,13,1,9,11
201807245402,8,otc alterations permit,07/24/2018,0631,019,2682,,Sacramento,St,0,,perform repairs as per lingruen assc termite report 78470-sa item 5d replace inkind,complete,08/22/2018,07/24/2018,07/24/2018,08/22/2018,,,4,4,,,07/19/2019,7800,7800,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78969895531884, -122.437013342045)",1516902403431,102,4,6,30,29490,13,1,9,11
201807245443,8,otc alterations permit,07/24/2018,0237,014,353,,Sacramento,St,,,"4th fl: existing fire sprinkkler system ti. 119 relocated sprinklers, 20 added sprinklers. ref arch #201805300428. maher na",complete,09/13/2018,07/24/2018,07/27/2018,09/13/2018,,,23,23,,Y,07/22/2019,64500,64500,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",151695663381,108,6,3,8,28860,4,10,1,2
201807245444,8,otc alterations permit,07/24/2018,0237,014,353,,Sacramento,St,,,"existing fire sprinkler system ti 116 relocated sprinklers, 27 added sprinlkers",complete,09/13/2018,07/24/2018,07/27/2018,09/13/2018,,,23,23,,Y,07/22/2019,71500,71500,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",151695763381,108,6,3,8,28860,4,10,1,2
201807245447,8,otc alterations permit,07/24/2018,0237,014,353,,Sacramento,St,,,"5th fl: existing fire sprinkkler system ti. 100 relocated sprinklers, 27 added sprinklers. ref arch #201805300428. maher na",complete,09/13/2018,07/24/2018,07/27/2018,09/13/2018,,,23,23,,Y,07/22/2019,63500,63500,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",151695963381,108,6,3,8,28860,4,10,1,2
201807245446,8,otc alterations permit,07/24/2018,0237,014,353,,Sacramento,St,,,"existing fire sprinkler system 112 relocated sprinklers, 33 upright add sprinklers",complete,10/24/2018,07/24/2018,07/27/2018,10/24/2018,,,23,23,,Y,07/22/2019,72600,72600,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",151696063381,108,6,3,8,28860,4,10,1,2
201807245448,8,otc alterations permit,07/24/2018,0237,014,353,,Sacramento,St,,,"9th fl: existing fire sprinkkler system ti. 107 relocated sprinklers, 37 added sprinklers. ref arch #201805038098. maher na",issued,07/27/2018,07/24/2018,07/27/2018,,,,23,23,,Y,07/22/2019,72000,72000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",151696163381,108,6,3,8,28860,4,10,1,2
201807245450,8,otc alterations permit,07/24/2018,0237,014,353,,Sacramento,St,,,"existing fire sprinkler system ti 117 relocated sprinklers, 15 added sprinklers",complete,10/24/2018,07/24/2018,07/27/2018,10/24/2018,,,23,23,,Y,07/22/2019,61000,61000,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",151696363381,108,6,3,8,28860,4,10,1,2
M954987,8,otc alterations permit,07/25/2018,0249,025,1561,,Sacramento,St,,,street space,issued,07/25/2018,07/25/2018,07/25/2018,,,,,,,,,,1,,,,,,,,,,,,,,,,1517043273344,,,,,,,,,
201807255546,8,otc alterations permit,07/25/2018,0621,012,1660,,Sacramento,St,0,,reroofing. to comply with nov #201649311 items 2 & 3.,complete,08/17/2018,07/25/2018,07/25/2018,08/17/2018,,,4,4,,,07/20/2019,50000,50000,apartments,12,apartments,12,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79175713168875, -122.4204156554077)",1517087305135,105,4,3,21,28858,13,10,6,2
201807265616,8,otc alterations permit,07/26/2018,0639,045,2151,,Sacramento,St,4,,new master closet system to replace (e). no structural. no walls moved. lighting upgrades in master bedroom. all layouts to remain unchanged.,complete,11/15/2018,07/26/2018,07/26/2018,11/15/2018,,,3,3,,,07/21/2019,15000,15000,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.790291384738254, -122.42821505934837)",151717777338,102,4,6,30,28858,13,1,6,11
M955727,8,otc alterations permit,07/26/2018,0630,009,2504,,Sacramento,St,,,streetspace,issued,07/26/2018,07/26/2018,07/26/2018,,,,,,,,,,0,,,,,,,,,,,,2,Pacific Heights,94115,"(37.789933824070154, -122.4343256465187)",151718476907,102,4,6,30,29490,13,1,6,11
M955447,8,otc alterations permit,07/26/2018,0623,003,1844,,Sacramento,St,,,street space,issued,07/26/2018,07/26/2018,07/26/2018,,,,,,,,,,0,,,,,,,,,,,,2,Pacific Heights,94109,"(37.79144651527333, -122.42343231695286)",151719476583,102,4,6,30,28858,13,1,6,11
M955447,8,otc alterations permit,07/26/2018,0623,003,1846,,Sacramento,St,,,street space,issued,07/26/2018,07/26/2018,07/26/2018,,,,,,,,,,0,,,,,,,,,,,,2,Pacific Heights,94109,"(37.79144651527333, -122.42343231695286)",1517195431478,102,4,6,30,28858,13,1,6,11
M956187,8,otc alterations permit,07/26/2018,0242,025,883,,Sacramento,St,0,,street space/mta meters,issued,07/27/2018,07/26/2018,07/27/2018,,,,,,,,,,1,,,,,,,,,,,,3,Chinatown,94108,"(37.79308553527133, -122.40727534171246)",1517295296984,104,6,3,6,28857,3,10,1,2
201807305842,8,otc alterations permit,07/30/2018,0220,021,1366,,Sacramento,St,,,"replacement of ten street facing alum windows w/alum clad double hung wood windows. same sizes, same locations. max u.factor 0.32. n/a for maher.",complete,03/18/2019,07/30/2018,07/30/2018,03/18/2019,,,3,3,,,07/25/2019,12000,12000,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79237406266257, -122.41534146098368)",1517503257143,16,6,3,21,28858,5,10,1,2
201807305842,8,otc alterations permit,07/30/2018,0220,021,1362,,Sacramento,St,,,"replacement of ten street facing alum windows w/alum clad double hung wood windows. same sizes, same locations. max u.factor 0.32. n/a for maher.",complete,03/18/2019,07/30/2018,07/30/2018,03/18/2019,,,3,3,,,07/25/2019,12000,12000,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79237406266257, -122.41534146098368)",1517514232978,16,6,3,21,28858,5,10,1,2
M957087,8,otc alterations permit,07/30/2018,0633,011,2799,,Sacramento,St,0,,street space,issued,07/30/2018,07/30/2018,07/30/2018,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.78907907884656, -122.43867082759326)",1517620420764,102,4,6,30,29490,13,1,9,11
201808016078,8,otc alterations permit,08/01/2018,0237,014,353,,Sacramento,St,,,"fire alarm t.i. adding 1 rps, (5) duct detectors, (49) new audible/visual devices, and replacing (5) smoke detectors. ref#201805038096. n/a for maher.",complete,10/01/2018,08/01/2018,08/01/2018,10/01/2018,,,23,23,,Y,07/27/2019,25000,25000,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",151782463381,108,6,3,8,28860,4,10,1,2
201808016110,8,otc alterations permit,08/01/2018,1026,021,2867,,Sacramento,St,,,"like for like fire system replacement w/new control panel, smk det & pull statoins at the same locatio. install power supple near panel, low freq horn in every unit & monitor modules to tie-in (e) flow switch to new panel/ local alarm system  maher na",complete,10/19/2018,08/01/2018,08/01/2018,10/19/2018,,,4,4,,Y,07/27/2019,9300,9300,apartments,6,apartments,6,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78880116734861, -122.44000452140335)",1517867238866,102,4,6,30,29490,13,1,9,11
201808036393,8,otc alterations permit,08/03/2018,1014,074,3916,,Sacramento,St,,,construct new roof deck. new internal staircase from 3rd floor to new roof deck.,complete,07/22/2019,08/03/2018,08/24/2018,07/22/2019,,,3,3,,,08/19/2019,100000,100000,apartments,3,apartments,3,2,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78710171410299, -122.4573754001778)",1518252496197,10,8,6,31,54,11,1,9,11
201808066474,8,otc alterations permit,08/06/2018,0237,014,353,,Sacramento,St,,,"4th & 5th fl fire alarm ti - 83 new audio/visual devices, 2 rps, 2 smoke detectors, and 13 new duct detectors. ref #201805108804. maher na",complete,10/01/2018,08/06/2018,08/08/2018,10/01/2018,,,23,23,,Y,08/03/2019,40000,40000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",151837563381,108,6,3,8,28860,4,10,1,2
M960247,8,otc alterations permit,08/06/2018,0222A,004,1170,,Sacramento,St,2,D,street space,issued,08/06/2018,08/06/2018,08/06/2018,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94108,"(37.79293048567304, -122.41218963211746)",1518402473118,16,6,3,21,28857,3,10,1,2
M960947,8,otc alterations permit,08/07/2018,1012,019,3780,,Sacramento,St,,,street space,issued,08/07/2018,08/07/2018,08/07/2018,,,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94118,"(37.78731033571436, -122.45499807608442)",151860787084,10,8,6,31,54,11,1,9,11
201808086721,8,otc alterations permit,08/08/2018,0222A,010,1170,,Sacramento,St,4,B,"fire alarm ti - adding 1 smk det, 5sounder bases and 5 devices audio only ref 201805078416  maher na",complete,05/10/2019,08/08/2018,08/08/2018,05/10/2019,,,19,19,,Y,08/03/2019,5000,5000,apartments,72,apartments,72,2,,2,constr type 2,2,constr type 2,,3,Nob Hill,94108,"(37.79293048567304, -122.41218963211746)",151872663019,16,6,3,21,28857,3,10,1,2
M961707,8,otc alterations permit,08/08/2018,0621,013,1688,,Sacramento,St,,,street space,issued,08/08/2018,08/08/2018,08/08/2018,,,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.79172751253445, -122.42065063497091)",151877176502,105,4,3,21,28858,13,10,6,2
M961847,8,otc alterations permit,08/08/2018,0636,038,2451,,Sacramento,St,,,street space/mta meters,filed,08/08/2018,08/08/2018,,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.78966078022135, -122.43319509133869)",1518849495475,102,4,6,30,29490,13,1,6,11
M962047,8,otc alterations permit,08/08/2018,0636,038,2451,,Sacramento,St,,,street space,issued,08/08/2018,08/08/2018,08/08/2018,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.78966078022135, -122.43319509133869)",1518883495475,102,4,6,30,29490,13,1,6,11
201808096880,8,otc alterations permit,08/09/2018,0633,011,2799,,Sacramento,St,0,,"revision of soft story permit bpa#201708043908, garage permit bpa#201704264966, geo grout bpa#201806151984; to reflect as built conditions, pouring south & west foundation wall in 6-8 foot sections",complete,12/23/2019,08/09/2018,08/14/2018,12/23/2019,,,3,3,,,08/09/2019,1,1,apartments,7,apartments,7,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78907907884656, -122.43867082759326)",1518942419923,102,4,6,30,29490,13,1,9,11
201808106991,8,otc alterations permit,08/10/2018,0220,021,1362,,Sacramento,St,,,"kitchen & bath remodel,l replace knob & tube w/new",complete,10/08/2019,08/10/2018,08/10/2018,10/08/2019,,,3,3,,,08/05/2019,50000,50000,apartments,3,apartments,3,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.79237406266257, -122.41534146098368)",1519100232978,16,6,3,21,28858,5,10,1,2
201808137156,8,otc alterations permit,08/13/2018,0237,014,353,,Sacramento,St,,,rev to pa# 201805108804; revision of new wall layouts.,complete,07/02/2019,08/13/2018,08/17/2018,07/02/2019,,,23,23,,,08/12/2019,1,1,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",151933363381,108,6,3,8,28860,4,10,1,2
201808157359,8,otc alterations permit,08/15/2018,0237,014,353,,Sacramento,St,,,"revision to pa 2018-0530-0428 for me changes update lighting, power and hvac for 4th and 5th floors",complete,07/02/2019,08/15/2018,08/28/2018,07/02/2019,,,23,23,,,08/23/2019,5000,5000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",151960463381,108,6,3,8,28860,4,10,1,2
M965887,8,otc alterations permit,08/16/2018,0222,010,1130,,Sacramento,St,,,streetspace,issued,08/16/2018,08/16/2018,08/16/2018,,,,,,,,,,0,,,,,,,,,,,,,,,,1519913233027,,,,,,,,,
201808167606,8,otc alterations permit,08/16/2018,0220,010,1348,,Sacramento,St,0,,"kitchen remodel, bathroom remodel, electrical upgrade.",complete,12/28/2018,08/16/2018,08/16/2018,12/28/2018,,,3,3,,,08/11/2019,23000,23000,apartments,18,apartments,18,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94109,"(37.792416999265804, -122.41500842830533)",1519974477553,16,6,3,21,28858,5,10,1,2
201808227951,8,otc alterations permit,08/22/2018,0237,014,353,,Sacramento,St,,,"9th fl - fire alarm ti adding 1 power supply, 1 smoke detector, 6 duct detectors, 53 audio/visual devices. ref pa 2018-0530-0426 (mechanical), 2018.0503.8098 (arch). n/a for maher.",complete,11/02/2018,08/22/2018,08/22/2018,11/02/2018,,,23,23,,Y,08/17/2019,32000,32000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",152046963381,108,6,3,8,28860,4,10,1,2
201808227952,8,otc alterations permit,08/22/2018,0237,014,353,,Sacramento,St,,,"fire alarm ti - adding 2 new power supplies, 2 smoke detectors, 12 duct detectors, and 92 new audible/visual devices. ref pa 2018-0510-8805 (arch), 2018.0605.0968 (mech). n/a for maher.",complete,11/02/2018,08/22/2018,08/22/2018,11/02/2018,,,23,23,,Y,08/17/2019,45000,64000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.793939246651824, -122.3997359594495)",152047063381,108,6,3,8,28860,4,10,1,2
201808228007,8,otc alterations permit,08/22/2018,0639,023,2171,,Sacramento,St,7,,"replace (e) appliances with new ones + kitchen counter tops. no layout change. replace toilet w/ 1.6 gallon. replace flooring to lvp in lv rm, bd, bath, & kitchen",complete,01/10/2019,08/22/2018,08/22/2018,01/10/2019,,,4,4,,,08/17/2019,7000,10000,apartments,13,apartments,13,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.790255287954395, -122.42851499039261)",152054977316,102,4,6,30,28858,13,1,6,11
M969167,8,otc alterations permit,08/22/2018,0249,027,1545,,Sacramento,St,,,street space,issued,08/22/2018,08/22/2018,08/22/2018,,,,,,,,,,0,,,,,,,,,,,,3,Nob Hill,94109,"(37.791570729103, -122.41825706569227)",1520642233230,16,6,3,21,28858,5,10,1,2
M969467,8,otc alterations permit,08/23/2018,0633,011,2799,,Sacramento,St,,,street space only,issued,08/23/2018,08/23/2018,08/23/2018,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.78907907884656, -122.43867082759326)",15207082212,102,4,6,30,29490,13,1,9,11
201808248241,4,sign - erect,08/24/2018,1020,035,3419,,Sacramento,St,,,to install one non-illuminated double-faced projecting wall sign.,filed,08/24/2018,08/24/2018,,,,,2,,,,,50,,retail sales,0,,,2,,5,wood frame (5),,,,2,Presidio Heights,94118,"(37.78770696043641, -122.44890318433035)",1520882281060,10,8,6,31,54,13,1,9,11
M970367,8,otc alterations permit,08/24/2018,0249,025,1561,,Sacramento,St,,,street space,issued,08/24/2018,08/24/2018,08/24/2018,,,,,,,,,,1,,,,,,,,,,,,,,,,1520968273344,,,,,,,,,
201808288484,8,otc alterations permit,08/28/2018,0240,020,635,,Sacramento,St,,,8/f:as built for approved fa pa 2018-0724-5325 (550 california); no additional scope of work; to correct ref pa (ti) to 2018-0504-8195 (635 sacramento),complete,08/31/2018,08/28/2018,08/28/2018,08/31/2018,,,14,14,,Y,08/23/2019,1,1,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94104,"(37.79323391658362, -122.40366760544659)",1521251371116,108,6,3,8,28854,4,10,1,2
201808288484,8,otc alterations permit,08/28/2018,0240,020,550,,California,St,0,,8/f:as built for approved fa pa 2018-0724-5325 (550 california); no additional scope of work; to correct ref pa (ti) to 2018-0504-8195 (635 sacramento),complete,08/31/2018,08/28/2018,08/28/2018,08/31/2018,,,14,14,,Y,08/23/2019,1,1,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94104,"(37.79323391658362, -122.40366760544659)",1521252296598,108,6,3,8,28854,4,10,1,2
M971451,8,otc alterations permit,08/28/2018,0630,009,2504,,Sacramento,St,,,street space only,issued,08/28/2018,08/28/2018,08/28/2018,,,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.789933824070154, -122.4343256465187)",1521294236034,102,4,6,30,29490,13,1,6,11
201808318861,8,otc alterations permit,08/31/2018,0639,045,2151,,Sacramento,St,4,,"unit #4: replace rear sliding glass door in kind, remove interior partition, replace lighting, new lighting, new wood flooring and stone fire place surround.",complete,11/29/2018,08/31/2018,09/04/2018,11/29/2018,,,3,3,,,08/30/2019,75000,75000,apartments,4,apartments,4,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.790291384738254, -122.42821505934837)",152181977338,102,4,6,30,28858,13,1,6,11
201808318912,8,otc alterations permit,08/31/2018,1019,030,3523,,Sacramento,St,,,to comply with nov #201875631 - replace sliding glass door w/window @ 2nd floor. replace 2 other windows - bedroom (1) bathroom (1) also @ 2nd floor.,complete,12/24/2019,08/31/2018,08/31/2018,12/24/2019,,,3,3,,,08/26/2019,5000,5000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78746625740721, -122.45071417180493)",152187987308,10,8,6,31,54,11,1,9,11
201808318912,8,otc alterations permit,08/31/2018,1019,030,3521,,Sacramento,St,,,to comply with nov #201875631 - replace sliding glass door w/window @ 2nd floor. replace 2 other windows - bedroom (1) bathroom (1) also @ 2nd floor.,complete,12/24/2019,08/31/2018,08/31/2018,12/24/2019,,,3,3,,,08/26/2019,5000,5000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94118,"(37.78746625740721, -122.45071417180493)",1521880435456,10,8,6,31,54,11,1,9,11
