RECORD_ID,RECORD_TYPE,RECORD_STATUS,CLASS,BLOCK,LOT,MAPBLOCKLOT,PARENT_ID,CHILD_ID,OPEN_DATE,CLOSE_DATE,PROJECT_NAME,PROJECT_ADDRESS,SUPERVISOR_DISTRICT,RELATED_BUILDING_PERMIT,NUMBER_OF_UNITS,NUMBER_OF_MARKET_RATE_UNITS,NUMBER_OF_AFFORDABLE_UNITS,DATE_APPLICATION_SUBMITTED,DATE_ENTITLEMENTS_APPROVED,DATE_PPA_SUBMITTED,DATE_APPLICATION_ACCEPTED,DATE_OF_FINAL_HEARING,DEVELOPER_NAME,DEVELOPER_ORG,ASSIGNED_TO_PLANNER,PLANNER_FIRST_NAME,PLANNER_LAST_NAME,PLANNER_EMAIL,PLANNER_PHONE,DESCRIPTION,DATE_PPA_LETTER_ISSUED,DATE_NIA_ISSUED,DATE_PLAN_CHECK_LETTER_ISSUED,DATE_PROJECT_DESC_STABLE,DATE_OF_FIRST_HEARING,CHANGE_OF_USE,ADDITIONS,NEW_CONSTRUCTION,LEG_ZONE_CHANGE,DEMOLITION,LOT_LINE_ADJUST,FACADE_ALT,ROW_IMPROVE,OTHER_PRJ_DESC,FORMULA_RETAIL,CANNABIS,MEDICAL_CANNABIS_DISPENSARY,MASSAGE,TOBACCO,FINANCIAL,OTHER_NON_RES,OTHER_NON_RES_DESC,SPECIAL_NEEDS,SENIOR,AFFORDABLE_UNITS,STUDENT,INCLUSIONARY,ADU,LEGALIZATION,CHANGE_OF_DWELLING_UNITS,SB35,AB2162,HOUSING_SUSTAINABILITY_DIST,RENTAL_UNITS,OWNERSHIP_UNITS,UNKOWN_UNITS,SB330,PRELIMINARY_HOUSING_APP_DATE,HOMESF,STATE_DENSITY_BONUS_ANALYZED,STATE_DENSITY_BONUS_INDIVIDUAL,BASE_DENSITY,BONUS_DENSITY,INCLUSIONARY_PERCENT,REAR_YARD,EXPOSURE,OFF_STREET_LOADING,PARKING,OPEN_SPACE,HEIGHT_LIMIT,OTHER_MODIFICATION,OTHER_MODIFICATION_DESC,AHBP_100_PERCENT_AFFORDABLE,ENVIRONMENTAL_REVIEW_TYPE,RESIDENTIAL_EXIST,PARKING_SPACES_EXIST,CAR_SHARE_SPACES_EXIST,PARKING_GSF_EXIST,RETAIL_COMMERCIAL_EXIST,OFFICE_EXIST,INDUSTRIAL_PDR_EXIST,MEDICAL_EXIST,VISITOR_EXIST,CIE_EXIST,RESIDENTIAL_PROP,PARKING_SPACES_PROP,CAR_SHARE_SPACES_PROP,PARKING_GSF_PROP,RETAIL_COMMERCIAL_PROP,OFFICE_PROP,INDUSTRIAL_PDR_PROP,MEDICAL_PROP,VISITOR_PROP,CIE_PROP,RESIDENTIAL_STUDIO_EXIST,RESIDENTIAL_1BR_EXIST,RESIDENTIAL_2BR_EXIST,RESIDENTIAL_3BR_EXIST,RESIDENTIAL_ADU_STUDIO_EXIST,RESIDENTIAL_ADU_1BR_EXIST,RESIDENTIAL_ADU_2BR_EXIST,RESIDENTIAL_ADU_3BR_EXIST,RESIDENTIAL_GH_ROOMS_EXIST,RESIDENTIAL_GH_BEDS_EXIST,RESIDENTIAL_SRO_EXIST,RESIDENTIAL_MICRO_EXIST,RESIDENTIAL_STUDIO_PROP,RESIDENTIAL_1BR_PROP,RESIDENTIAL_2BR_PROP,RESIDENTIAL_3BR_PROP,RESIDENTIAL_ADU_STUDIO_PROP,RESIDENTIAL_ADU_1BR_PROP,RESIDENTIAL_ADU_2BR_PROP,RESIDENTIAL_ADU_3BR_PROP,RESIDENTIAL_GH_ROOMS_PROP,RESIDENTIAL_GH_BEDS_PROP,RESIDENTIAL_SRO_PROP,RESIDENTIAL_MICRO_PROP
2017-007883PRJ,PRJ,Closed,COMPLETE,1652,026,1652026,,,2017-06-22 00:00:00,2018-09-12 00:00:00,738 10TH AVE,738 A 10TH AVE 94118,1,201705318009,2,2,0,,,,,,"SCANCARELLI LAWRENCE, SCANCARELLI LAWRENCE",,Sylvia Jimenez,Sylvia,Jimenez,sylvia.jimenez@sfgov.org,415-575-9187,"HORIZONTAL ADDITION ON THE GROUND FLOOR UNIT & 2ND FLOOR. UPPER UNIT, A FAMILY ROOM, A BEDROOM WITH A FULL BATH & A DECK.",,,,,,,CHECKED,CHECKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-009677PRL,PRL,Closed,COMPLETE,2040,024,2040024,,,2017-07-31 00:00:00,2017-07-31 00:00:00,1728 10TH AVE,1728 10TH AVE 94122,7,201707313307,0,0,0,,,,,,",",Renewal by Anderson,Laura Ajello,Laura,Ajello,laura.ajello@sfgov.org,415-575-9142,"Replacing 2 windows (existing transom over sliding to transom over fixed) like for like with (paintable) street visible, replacing aluminum with wood clad (paintable) (vfactor <32, Bedrooms comply with egress).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-011288EEC,CATEX-EEC,Closed - CEQA Clearance Issued,COMPLETE,,,,2017-011288ENV,,2017-09-01 00:00:00,2017-10-22 01:00:08,"SE Quadrant - Mobilitie, LLC Small Cell Deployment Citywide",,,,0,0,0,,,,,,"Singleton, James","Mobilitie, LLC",Virnaliza Byrd,Virnaliza,Byrd,virnaliza.byrd@sfgov.org,415-575-9025,"SE Quadrant - Installation is to fulfill capacity objectives caused by the rapid increased usage of wireless data and technology in the City

Adjacent to: 314 11th St; 105 Berry St; 345 6th St; 429 Beale St; 1695 Palou Ave; 1600 Newcomb Ave; 360 4th St; 164 Townsend St; 1401 Palou Ave; 3200 24th St; 2558 24th St; 1106 Wisconsin St; 1720 26th St; 1021 Minnesota St; 3566 19th St; 2013 Folsom St; 2535 18th St; 1750 Harrison St; 335 South Van Ness Ave; 70 Otis St; 1717 Harrison St; 275 9th St;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-011288ENV,ENV,Closed - CEQA Clearance Issued,COMPLETE,,,,2017-011288PRJ,2017-011288EEC,2017-09-01 00:00:00,2017-10-16 00:00:00,"SE Quadrant - Mobilitie, LLC Small Cell Deployment Citywide",,,,0,0,0,,,,,,"Singleton, James","Mobilitie, LLC",Stephanie Skangos,Stephanie,Skangos,Stephanie.Skangos@sfgov.org,415-575-8731,"SE Quadrant - Installation is to fulfill capacity objectives caused by the rapid increased usage of wireless data and technology in the City

Adjacent to: 314 11th St; 105 Berry St; 345 6th St; 429 Beale St; 1695 Palou Ave; 1600 Newcomb Ave; 360 4th St; 164 Townsend St; 1401 Palou Ave; 3200 24th St; 2558 24th St; 1106 Wisconsin St; 1720 26th St; 1021 Minnesota St; 3566 19th St; 2013 Folsom St; 2535 18th St; 1750 Harrison St; 335 South Van Ness Ave; 70 Otis St; 1717 Harrison St; 275 9th St;",,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Categorical Exemption-Determination of Historic Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-011288PRJ,PRJ,Open,COMPLETE,,,,,2017-011288ENV,2017-09-01 00:00:00,,"SE Quadrant - Mobilitie, LLC Small Cell Deployment Citywide",,,,0,0,0,2017-08-29 00:00:00,,,2017-09-01 00:00:00,,"Singleton, James","Mobilitie, LLC",Virnaliza Byrd,Virnaliza,Byrd,virnaliza.byrd@sfgov.org,415-575-9025,"SE Quadrant - Installation is to fulfill capacity objectives caused by the rapid increased usage of wireless data and technology in the City

Adjacent to: 314 11th St; 105 Berry St; 345 6th St; 429 Beale St; 1695 Palou Ave; 1600 Newcomb Ave; 360 4th St; 164 Townsend St; 1401 Palou Ave; 3200 24th St; 2558 24th St; 1106 Wisconsin St; 1720 26th St; 1021 Minnesota St; 3566 19th St; 2013 Folsom St; 2535 18th St; 1750 Harrison St; 335 South Van Ness Ave; 70 Otis St; 1717 Harrison St; 275 9th St;",,,,,,,,,,,,,,CHECKED,,,,,,,CHECKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-011346MIS,MIS,Closed - Approved,COMPLETE,1652,014,1652014,,,2017-09-05 00:00:00,2017-09-25 00:00:00,798 - 10th Avenue - Verizon ROW WTS Facility,798 10TH AVE 94118,1,,0,0,0,,,,,,"James, Sharon",Crown Castle,Ashley Lindsay,Ashley,Lindsay,ashley.lindsay@sfgov.org,415-575-9178,Verizon ROW WTS Facility: Installation and operation of wireless equipment and antennas for Verizon on Existing JPA Wood Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-015112PRL,PRL,Closed,COMPLETE,1535,025,1535025,,,2017-11-28 00:00:00,2017-11-28 00:00:00,478 10TH AVE,478 10TH AVE 94118,1,201711284964,0,0,0,,,,,,", GREENBERG DONALD EDWARD",,Kurt Botn,Kurt,Botn,kurt.botn@sfgov.org,415-575-9192,Replace street facing windows with double hung wood windows with true divided light patterns. No other work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-016045PRJ,PRJ,Under Review,COMPLETE,6501,061,6501061,,,2017-12-15 00:00:00,,24 FOUNTAIN ST,24 FOUNTAIN ST 94114,8,"201712085886, 201712085890",2,2,0,,,,,,"Pashelingky, William",,Linda Ajello Hoagland,Linda,Ajello Hoagland,Linda.AjelloHoagland@sfgov.org,415-575-6823,"TO ERECT 4 STORIES, 1 BASEMENT, TYPE V-A, 2 UNITS RESIDENTIAL BUILDING.",,,,,,,,CHECKED,,CHECKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-016047PRJ,PRJ,Under Review,COMPLETE,6501,061,6501061,,,2017-12-15 00:00:00,,20 FOUNTAIN ST,20 FOUNTAIN ST 94114,8,201712085886,2,2,0,,,,,,"Pashelinsky, William",,Linda Ajello Hoagland,Linda,Ajello Hoagland,Linda.AjelloHoagland@sfgov.org,415-575-6823,"TO ERECT 4 STORIES, 1 BASEMENT, TYPE V-A, 2 UNITS RESIDENTIAL BUILDING.",,,10/30/2018,02/16/2018,,,,CHECKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-016475ENF,ENF,Closed - Informational,COMPLETE,0636,038,0636038,,,2017-12-18 00:00:00,2018-05-14 00:00:00,2451 Sacramento St,2451 SACRAMENTO ST 94115,2,,0,0,0,,,,,,,,Josephine Chen,Josephine,Chen,josephine.chen@sfgov.org,415-575-9199,"JFK Memorial Building - Apt 601. Asked to move out of apt to another apt and to move back. Didn't do stuff they should do. Dust still on the ceiling and still dealing with Lead paint; Paratransit cannot pick up because don't have parking spot. Didn't have the courtesy to respect occupant. Dust come in from window during construction. At end of my rope. Want to know the number of the report on the number.  / Illegal work occurring on property on roof, walls, and electrical. The illegal work is creating unsafe living environment for senior with cancer. DBI Complaint 201727904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-000851ENF,ENF,Closed - Abated,COMPLETE,3507,041,3507041,,,2018-01-11 00:00:00,2018-03-16 00:00:00,8 10th Street Illegal Short-Term Rentals by Lessees in MultipleDwelling Units,8 10TH ST 94103,6,,0,0,0,,,,,,,,Omar Masry,Omar,Masry,omar.masry@sfgov.org,415-575-9116,"8 10th Street Illegal Short-Term Rentals. Ongoing Illegal Short-Term Rentals by Lesses resulting in quality of life complaints from long-term residents. Listings appear to include persons involved in illegal short-term rentals at multiple properties including Paul Hamadeh & Heigo Paartalu (lLooky homes operation) : https://www.airbnb.com/rooms/18522159; https://www.airbnb.com/rooms/18859942; https://www.airbnb.com/rooms/19590104; https://www.airbnb.com/rooms/20857978; https://www.airbnb.com/rooms/21553816; https://www.airbnb.com/rooms/6186737; https://www.airbnb.com/rooms/6559856; https://www.airbnb.com/rooms/7439398; https://www.airbnb.com/rooms/17027820



As of January 2018 one lessee Syed Arif Ali re-activated a listing with an invalid registration number). Host eventually provided proof of no pending reservations after repeat request by OSTR and Property Managment. https://www.airbnb.com/rooms/21553816. It appears remaining listings were removed by hosts and/or Airbnb per a Federal settlement agreement (with future reservations cancelled).  Violation abated (resolved).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-000948CUA,CUA,Closed - Approved,COMPLETE,3507,041,3507041,2018-000948PRJ,,2018-01-16 00:00:00,2018-09-21 00:00:00,8 10TH ST,8 10TH ST 94103,6,,0,0,0,,,,,,"Dickerhoff, Terri",CGR Development,Seema Adina,Seema,Adina,seema.adina@sfgov.org,415-575-8722,Conditional Use Authorization application to establish a formula retail establishment d.b.a. Orangetheory Fitness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-000948PRJ,PRJ,Closed,COMPLETE,3507,041,3507041,,2018-000948CUA,2018-01-16 00:00:00,2018-11-19 00:00:00,8 10TH ST,8 10TH ST 94103,6,201811085446,754,754,0,,2018-09-21 00:00:00,,2018-01-16 00:00:00,,"Dickerhoff, Terri",CGR Development,Seema Adina,Seema,Adina,seema.adina@sfgov.org,415-575-8722,Conditional Use Authorization application to establish a formula retail establishment d.b.a. Orangetheory Fitness.,,,,,,,,,,,,,,,CHECKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763547,531,,93279,10836,,,,,,763547,531,,93279,10836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-001074PRV,PRV,Closed - Informational,COMPLETE,3767,305,3767305,,,2018-01-18 00:00:00,2018-02-02 00:00:00,429 Beale Street and 430 Main Street,429 BEALE ST 94105,6,,0,0,0,,,,,,"Klimerman, Matt",,Doug Vu,Doug,Vu,doug.vu@sfgov.org,415-575-9120,"429 Beale Street and 430 Main Street (3767/305, 306); Interdepartmental Project Review meeting to discuss demolition of an existing 3-story structure and construction of a 84', 9-story residential building containing 144 units and below-grade parking including 77 spaces.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-003850MIS,MIS,Closed - Approved,COMPLETE,3507,041,3507041,,,2018-03-19 00:00:00,2018-04-03 00:00:00,"8 - 10th Street - CH Parking, LLC",8 10TH ST 94103,6,,0,0,0,,,,,,"Simpson, Sadie",,Seema Adina,Seema,Adina,seema.adina@sfgov.org,415-575-8722,Police - Commercial Parking Garage Renewal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-004760GEN,GEN,Closed - Informational,COMPLETE,3767,305,3767305,,,2018-04-02 00:00:00,2018-04-13 00:00:00,429 Beale,430 MAIN ST 94105,6,,0,0,0,,,,,,"Williams, Steve",,Christine Silva,Christine,Silva,christine.lamorena@sfgov.org,415-575-9085,Immediate Disclosure Request w/extension - 429 Beale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-007177GEN,GEN,Closed - Informational,COMPLETE,3767,306,3767306,,,2018-05-14 00:00:00,2018-05-23 00:00:00,430 Main St,430 MAIN ST 94105,6,,0,0,0,,,,,,"Lefore, Audrey",,Chanbory Son,Chanbory,Son,Chanbory.Son@sfgov.org,415-575-6926,Public Record Request - 430 Main St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-007274PRL,PRL,Closed,COMPLETE,3507,041,3507041,,,2018-05-17 00:00:00,2018-05-17 00:00:00,8 10TH ST,8 10TH ST 94103,6,201805048308,0,0,0,,,,,,", TENTH & MARKET LLC",,Heidi Kline,Heidi,Kline,heidi.kline@sfgov.org,415-575-9043,Metal brackets for future retail tenants (10th St and Market St),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-007523GEN,GEN,Closed - Informational,COMPLETE,3767,306,3767306,,,2018-05-23 00:00:00,2018-06-04 00:00:00,430 Main St,430 MAIN ST 94105,6,,0,0,0,,,,,,"Whitaker, Jamie",,Chanbory Son,Chanbory,Son,Chanbory.Son@sfgov.org,415-575-6926,Public Record Request - 430 Main St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-007897GEN,GEN,Closed - Informational,COMPLETE,3767,305,3767305,,,2018-05-29 00:00:00,2018-06-07 00:00:00,430 Main St,429 BEALE ST 94105,6,,0,0,0,,,,,,"Hestor, Sue",,Chanbory Son,Chanbory,Son,Chanbory.Son@sfgov.org,415-575-6926,Public Record Request - 430 Main St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-008884PRL,PRL,Closed,COMPLETE,1424,033,1424033,,,2018-06-25 00:00:00,2018-06-25 00:00:00,218 10th ave,218 10TH AVE 94118,1,"201806222695, 201905312150",0,0,0,,,,,,",",Jeff King and Co.,Justin Greving,Justin,Greving,justin.greving@sfgov.org,415-575-9169,"Interior alterations. RELOCATION OF EXTG FLIGHT OF STAIRS FROM THE E 1ST FLOOR TO THE E 2ND FL & REMODEL OF THE E LIVING AREAS. WNDW SASH REPAIR ON EXT WINDOWS, N WINDOW & DOORS AT THE FAMILY 1 SUN ROOM. (N) wood window at top of stair.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-013088PRJ,PRJ,Closed,COMPLETE,1424,033,1424033,,,2018-09-25 00:00:00,2019-01-03 00:00:00,218 10TH AVE,218 10TH AVE 94118,1,201808308757,1,1,0,,,,,,"Yap, Raenear",Andrew Mann Architecture,Katherine Wilborn,Katherine,Wilborn,katherine.wilborn@sfgov.org,415-575-9114,"REV TO PA# 201806222695; REVISION CONSISTS OF A NEW GARAGE at the front facade of the 1ST Floor; a NEW DRIVEWAY AND CURB CUT; and A NEW SIDE YARD DOOR (6'0"" Maximum height and 75% transparent design). NO OTHER CHANGES APPROVED ON THIS PRJ revision",,,,,,,CHECKED,,,,,CHECKED,,CHECKED,,,,,,,CHECKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080,0,,0,,,,,,,2793,2,,361,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,
2018-015375ENF,ENF,Closed - Abated,COMPLETE,1535,025,1535025,,,2018-11-08 00:00:00,2018-12-17 00:00:00,478 10th Avenue Neighborhood Concern over Short-Term Rentals,478 10TH AVE 94118,1,,0,0,0,,,,,,,,Omar Masry,Omar,Masry,omar.masry@sfgov.org,415-575-9116,478 10th Avenue Neighborhood Concern over Short-Term Rentals by Donald Greenberg after an owner move-in eviction. Concern host is not in unit at least 275 nights per year. Host instructed to cease short-term rentals by OSTR staff.  https://www.airbnb.com/users/show/141391572 https://www.airbnb.com/rooms/19949380  Appears owners have ceased short-term rentals. This violation abated (resolved).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-016968EEC,CATEX-EEC,Closed - CEQA Clearance Issued,COMPLETE,,,,2018-016968ENV,,2018-12-17 00:00:00,2019-03-07 21:54:04,Mobilitie - Sprint - 8 Site Locations,,,,0,0,0,,,,,,"Martinez, Luis","Mobilitie, LLC",Rhia Bordon,Rhia,Bordon,rhia.bordon@sfgov.org,415-575-8751,Mobilitie - Sprint - 8 Site Locations: Adjacent to 150 8th St. (3728005); Adjacent to 1224 Polk St. (669011); Adjacent to 2300 16th St. (3930A002); Adjacent to 400 Howard St. (3720008); Adjacent to 180 12th St. (3514004); Adjacent to 937 North Point St. (0453013A); Adjacent to 425 Irving St. (1760070); Adjacent to 8 10th St. (3507041),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-016968ENV,ENV,Closed - CEQA Clearance Issued,COMPLETE,,,,2018-016968PRJ,2018-016968EEC,2018-12-17 00:00:00,2019-02-04 00:00:00,Mobilitie - Sprint - 8 Site Locations,,,,0,0,0,,,,,,"Martinez, Luis","Mobilitie, LLC",Dori Ganetsos,Dori,Ganetsos,dori.ganetsos@sfgov.org,415-575-9172,Mobilitie for Sprint - 8 SFPUC replacement steel pole Site Locations: 150 8th St. (3728005); 1224 Polk St. (669011); 2300 16th St. (3930A002); 400 Howard St. (3720008); 180 12th St. (3514004); 937 North Point St. (0453013A); 425 Irving St. (1760070); 8 10th St. (3507043),,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Categorical Exemption-Determination of Historic Resource,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-016968PRJ,PRJ,Open,COMPLETE,,,,,2018-016968ENV,2018-12-17 00:00:00,,Mobilitie - Sprint - 8 Site Locations,,,,0,0,0,,,,2018-12-21 00:00:00,,"Martinez, Luis","Mobilitie, LLC",Rhia Bordon,Rhia,Bordon,rhia.bordon@sfgov.org,415-575-8751,Mobilitie for Sprint - 8 SFPUC replacement steel pole Site Locations: 150 8th St. (3728005); 1224 Polk St. (669011); 2300 16th St. (3930A002); 400 Howard St. (3720008); 180 12th St. (3514004); 937 North Point St. (0453013A); 425 Irving St. (1760070); 8 10th St. (3507043),,,,,,,,,,,,,,CHECKED,,,,,,,CHECKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-002829MIS,MIS,Closed - Approved,COMPLETE,3507,041,3507041,,,2019-03-07 00:00:00,2019-03-18 00:00:00,"8 10th Street - CH Parking, LLC",8 10TH ST 94103,6,,0,0,0,,,,,,"Nolin, Phyllis",,Nancy Tran,Nancy,Tran,nancy.h.tran@sfgov.org,415-575-9174,"Police Referral - Commercial Parking Garage Renewal: Recommend Approval - Continuation of existing parking garage with 500 stalls (550 capacity) dba CH parking, LLC permitted with conditional use within the C-3-G District per Sec. 210.2 and 178.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-002868CND,CND,Closed - Approved,COMPLETE,1535,025,1535025,,,2019-03-07 00:00:00,2019-03-26 00:00:00,478-480 10th Avenue,478 10TH AVE 94118,1,,0,0,0,,,,,,"Storrs, Bruce R.",SF DPW - Mapping and Subdivision,Matthew Dito,Matthew,Dito,matthew.dito@sfgov.org,415-575-9164,E-Condo for 2 Units Condo Conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-005712MIS,MIS,Closed - Approved,COMPLETE,3507,041,3507041,,,2019-04-23 00:00:00,2019-06-07 00:00:00,8 10th St - Sprint PROW WTS Facility Installation,8 10TH ST 94103,6,,0,0,0,,,,,,"Martinez, Luis","Mobilitie, LLC",David Weissglass,David,Weissglass,David.Weissglass@sfgov.org,415-575-9177,DPW Referral - 19WR-00110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-005958PRL,PRL,Closed,COMPLETE,1424,033,1424033,,,2019-04-29 00:00:00,2019-04-29 00:00:00,218 10TH AVE,218 10TH AVE 94118,1,201904036998,0,0,0,,,,,,"mr, mr",,Jeffrey Speirs,Jeffrey,Speirs,jeffrey.speirs@sfgov.org,415-575-9106,"Rear deck only under this permit.. Revision to BPA# 201806222695. Less than10 feet above grade, in buildable area of lot, no fire wall.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890_ENF,ENF,Closed - Abated,,1535,035,1535035,,,2001-05-09 00:00:00,2004-12-16 00:00:00,438 10TH AV,,,,0,0,0,,,,,,,,Scott Sanchez,Scott,Sanchez,scott.sanchez@sfgov.org,415-558-6326,"EXTREME FIRE HAZARD!!  Property owner on 438 & 440 have illegal units built; risk of fire and safety; built an extension out back of building and a patio deck all the way to the 3rd floor and that is a violation of my privacy act and my rights.  We have no sunlight in my garden and I have to keep my window shades closed at all times; 4 kitchen exhausts and an extension deck outside of their kitchen window in their building, that construction is illegal because they can look into my kitchen; no privacy.  See additional complaint attached.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081_ENF,ENF,Closed - Abated,,1652,026,1652026,,,2001-08-14 00:00:00,2001-11-01 00:00:00,738 10TH AV,,,,0,0,0,,,,,,,,,,,,,Tenant is operating a body healing service via physicist & metaphysician methods.  Tenant sees clients through appointments (too many clients).  Property is zoned RH-2; should not be used as commercial use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
