the_geom,OBJECTID,record_id,date_opened,record_status,date_closed,address,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,record_name,description,planner_id,module,templateid,parent,children,constructcost,planner_name,planner_email,planner_phone,acalink,aalink,CHANGE_OF_USE,ADDITIONS,NEW_CONSTRUCTION,LEG_ZONE_CHANGE,DEMOLITION,LOT_LINE_ADJUST,FACADE_ALT,ROW_IMPROVE,OTHER_PRJ_DESC,SPECIAL_NEEDS,SENIOR,AFFORDABLE_UNITS,STUDENT,INCLUSIONARY,STATE_DENSITY_BONUS,ADU,FORMULA_RETAIL,MCD,TOBACCO,FINANCIAL,MASSAGE,MCD_REFERRAL,OTHER_NON_RES,ENVIRONMENTAL_REVIEW_TYPE,LAND_USE_RC_EXIST,LAND_USE_RC_PROP,LAND_USE_RC_NET,LAND_USE_RESIDENTIAL_EXIST,LAND_USE_RESIDENTIAL_PROP,LAND_USE_RESIDENTIAL_NET,LAND_USE_CIE_EXIST,LAND_USE_CIE_PROP,LAND_USE_CIE_NET,LAND_USE_PDR_EXIST,LAND_USE_PDR_PROP,LAND_USE_PDR_NET,LAND_USE_OFFICE_EXIST,LAND_USE_OFFICE_PROP,LAND_USE_OFFICE_NET,LAND_USE_MEDICAL_EXIST,LAND_USE_MEDICAL_PROP,LAND_USE_MEDICAL_NET,LAND_USE_VISITOR_EXIST,LAND_USE_VISITOR_PROP,LAND_USE_VISITOR_NET,LAND_USE_PARKING_SPACES_EXIST,LAND_USE_PARKING_SPACES_PROP,LAND_USE_PARKING_SPACES_NET,PRJ_FEATURE_AFFORDABLE_EXIST,PRJ_FEATURE_AFFORDABLE_PROP,PRJ_FEATURE_AFFORDABLE_NET,PRJ_FEATURE_HOTEL_ROOMS_EXIST,PRJ_FEATURE_HOTEL_ROOMS_PROP,PRJ_FEATURE_HOTEL_ROOMS_NET,PRJ_FEATURE_MARKET_RATE_EXIST,PRJ_FEATURE_MARKET_RATE_PROP,PRJ_FEATURE_MARKET_RATE_NET,PRJ_FEATURE_BUILD_EXIST,PRJ_FEATURE_BUILD_PROP,PRJ_FEATURE_BUILD_NET,PRJ_FEATURE_STORIES_EXIST,PRJ_FEATURE_STORIES_PROP,PRJ_FEATURE_STORIES_NET,PRJ_FEATURE_PARKING_EXIST,PRJ_FEATURE_PARKING_PROP,PRJ_FEATURE_PARKING_NET,PRJ_FEATURE_LOADING_EXIST,PRJ_FEATURE_LOADING_PROP,PRJ_FEATURE_LOADING_NET,PRJ_FEATURE_BIKE_EXIST,PRJ_FEATURE_BIKE_PROP,PRJ_FEATURE_BIKE_NET,PRJ_FEATURE_CAR_SHARE_EXIST,PRJ_FEATURE_CAR_SHARE_PROP,PRJ_FEATURE_CAR_SHARE_NET,PRJ_FEATURE_USABLE_EXIST,PRJ_FEATURE_USABLE_PROP,PRJ_FEATURE_USABLE_NET,PRJ_FEATURE_PUBLIC_EXIST,PRJ_FEATURE_PUBLIC_PROP,PRJ_FEATURE_PUBLIC_NET,PRJ_FEATURE_ART_EXIST,PRJ_FEATURE_ART_PROP,PRJ_FEATURE_ART_NET,PRJ_FEATURE_ROOF_EXIST,PRJ_FEATURE_ROOF_PROP,PRJ_FEATURE_ROOF_NET,PRJ_FEATURE_SOLAR_EXIST,PRJ_FEATURE_SOLAR_PROP,PRJ_FEATURE_SOLAR_NET,PRJ_FEATURE_LIVING_EXIST,PRJ_FEATURE_LIVING_PROP,PRJ_FEATURE_LIVING_NET,PRJ_FEATURE_OTHER,PRJ_FEATURE_OTHER_EXIST,PRJ_FEATURE_OTHER_PROP,PRJ_FEATURE_OTHER_NET,RESIDENTIAL_STUDIO_EXIST,RESIDENTIAL_STUDIO_PROP,RESIDENTIAL_STUDIO_NET,RESIDENTIAL_1BR_EXIST,RESIDENTIAL_1BR_PROP,RESIDENTIAL_1BR_NET,RESIDENTIAL_2BR_EXIST,RESIDENTIAL_2BR_PROP,RESIDENTIAL_2BR_NET,RESIDENTIAL_3BR_EXIST,RESIDENTIAL_3BR_PROP,RESIDENTIAL_3BR_NET,RESIDENTIAL_ADU_STUDIO_EXIST,RESIDENTIAL_ADU_STUDIO_PROP,RESIDENTIAL_ADU_STUDIO_NET,RESIDENTIAL_ADU_STUDIO_AREA,RESIDENTIAL_ADU_1BR_EXIST,RESIDENTIAL_ADU_1BR_PROP,RESIDENTIAL_ADU_1BR_NET,RESIDENTIAL_ADU_1BR_AREA,RESIDENTIAL_ADU_2BR_EXIST,RESIDENTIAL_ADU_2BR_PROP,RESIDENTIAL_ADU_2BR_NET,RESIDENTIAL_ADU_2BR_AREA,RESIDENTIAL_ADU_3BR_EXIST,RESIDENTIAL_ADU_3BR_PROP,RESIDENTIAL_ADU_3BR_NET,RESIDENTIAL_ADU_3BR_AREA,RESIDENTIAL_GH_ROOMS_EXIST,RESIDENTIAL_GH_ROOMS_PROP,RESIDENTIAL_GH_ROOMS_NET,RESIDENTIAL_GH_BEDS_EXIST,RESIDENTIAL_GH_BEDS_PROP,RESIDENTIAL_GH_BEDS_NET,RESIDENTIAL_SRO_EXIST,RESIDENTIAL_SRO_PROP,RESIDENTIAL_SRO_NET,RESIDENTIAL_MICRO_EXIST,RESIDENTIAL_MICRO_PROP,RESIDENTIAL_MICRO_NET,RELATED_BUILDING_PERMIT,BOS_1ST_READ,BOS_2ND_READ,COM_HEARING,MAYORAL_SIGN,TRANSMIT_DATE_BOS,COM_HEARING_DATE_BOS,Shape_Length,Shape_Area
"MULTIPOLYGON (((-122.417919582 37.775981011, -122.41779697 37.776077885, -122.417453754 37.776349056, -122.417025525 37.776007513, -122.416927898 37.775929647, -122.416854678 37.775871248, -122.416769255 37.775803116, -122.416583973 37.775655337, -122.416828954 37.7754614, -122.416865702 37.775432309, -122.416780279 37.775364177, -122.416872894 37.775290249, -122.417091738 37.775464796, -122.417156729 37.775413457, -122.41729831 37.775524434, -122.417322834 37.775505061, -122.417919582 37.775981011)))",18561,2016-015522ENF,12/05/2016 12:00:00 AM +0000,Closed - No Violation,12/06/2016 12:00:00 AM +0000,8 10TH ST 94103,Enforcement (ENF),ENF,Planning,Code Enforcement,Complaint,Planning/Complaint/Code Enforcement/ENF,8 - 10th street #3506,running an illegal business with 5 to 6 employees in the daytime,FJONES,Planning,16CAP-00000-00BZ6,,,0,Dario Jones,dario.jones@sfgov.org,415-558-6477,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=16CAP&capID2=00000&capID3=00BZ6&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=16CAP&ID2=00000&ID3=00BZ6&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003630518219006,0.000000631321336
"MULTIPOLYGON (((-122.432926626 37.789880223, -122.432853514 37.7895187, -122.432938794 37.789507856, -122.433025927 37.789496774, -122.433113062 37.789485693, -122.433200197 37.789474611, -122.43328733 37.78946353, -122.433374465 37.789452449, -122.433461599 37.789441367, -122.433489425 37.789579538, -122.433668832 37.789556902, -122.433697625 37.789699266, -122.433701043 37.789698834, -122.433717546 37.789780436, -122.43353668 37.789803255, -122.432926626 37.789880223)))",84964,2008.1021S,08/07/2008 12:00:00 AM +0000,Closed - Approved,09/12/2008 12:00:00 AM +0000,,Subdivision-REF (SUB),SUB,Planning,Referral,Applications,Planning/Applications/Referral/SUB,2435 - 2451 SACRAMENTO ST,2 lot subdivisions,CLAMOREN,Planning,08HIS-00000-01GGA,2008.1021,,0,Christine Silva,christine.lamorena@sfgov.org,415-575-9085,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=08HIS&capID2=00000&capID3=01GGA&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=08HIS&ID2=00000&ID3=01GGA&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002332734597838,0.00000026713518
"MULTIPOLYGON (((-122.467194508 37.763024399, -122.467200255 37.763106663, -122.466785761 37.763124865, -122.466780014 37.763042601, -122.467194508 37.763024399)))",127335,863PRV,09/04/2001 12:00:00 AM +0000,Closed - Informational,09/05/2001 12:00:00 AM +0000,"1348 10TH AV, SAN FRANCISCO, CA 94122",Project Review Meetings (PRV),PRV,Planning,Project Review,Applications,Planning/Applications/Project Review/PRV,"Project Review Meeting with Carol Reif
"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))",81382,V09-055,06/03/2009 12:00:00 AM +0000,Closed - Appeal Denied,08/05/2009 12:00:00 AM +0000,,Appeals (APL),APL,Planning,Appeal,Applications,Planning/Applications/Appeal/APL,430 Main St,,BFU,Planning,09HIS-00000-02TN5,2007.1121,,0,,,,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=09HIS&capID2=00000&capID3=02TN5&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=09HIS&ID2=00000&ID3=02TN5&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002165989168758,0.000000181584435
"MULTIPOLYGON (((-122.468301019 37.781010049, -122.468320849 37.781283944, -122.46847631 37.781276922, -122.468481293 37.781345752, -122.468066733 37.781364478, -122.467647697 37.781383405, -122.467622886 37.781040678, -122.468301019 37.781010049)))",124009,2002.0430C,04/23/2002 12:00:00 AM +0000,Closed - Approved,07/17/2003 12:00:00 AM +0000,"389 09TH AV, SAN FRANCISCO, CA 94118",Conditional Use Authorization (CUA),CUA,Planning,Planning Entitlements,Applications,Planning/Applications/Planning Entitlements/CUA,378 10TH AV,Installation of WTS facility with 12 Antenna on roof,JIONIN,Planning,02HIS-00000-011GL,2002.0430,,80000,Jonas Ionin,jonas.ionin@sfgov.org,415-558-6309,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=02HIS&capID2=00000&capID3=011GL&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=02HIS&ID2=00000&ID3=011GL&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002356135749836,0.000000243909833
"MULTIPOLYGON (((-122.466662284 37.761357372, -122.467074263 37.761339294, -122.467079053 37.761407847, -122.466667073 37.761425926, -122.466662284 37.761357372)))",114221,2003.1310,12/16/2003 12:00:00 AM +0000,Closed,,"1438 10TH AV, SAN FRANCISCO, CA 94122",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1438 10TH AV,2 UNIT CONDO CONVERSION,,Planning,03HIS-00000-014V3,,2003.1310Q,0,,,,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=03HIS&capID2=00000&capID3=014V3&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=03HIS&ID2=00000&ID3=014V3&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000962193151642,0.000000028329224
"MULTIPOLYGON (((-122.468301019 37.781010049, -122.468320849 37.781283944, -122.46847631 37.781276922, -122.468481293 37.781345752, -122.468066733 37.781364478, -122.467647697 37.781383405, -122.467622886 37.781040678, -122.468301019 37.781010049)))",124024,2002.0430,04/23/2002 12:00:00 AM +0000,Closed,,"389 09TH AV, SAN FRANCISCO, CA 94118",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,378 10TH AV,Installation of WTS facility with 12 Antenna on roof,,Planning,02HIS-00000-011GK,,2002.0430C,0,,,,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=02HIS&capID2=00000&capID3=011GK&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=02HIS&ID2=00000&ID3=011GK&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002356135749836,0.000000243909833
"MULTIPOLYGON (((-122.466816413 37.763563605, -122.466814497 37.763536184, -122.467228993 37.763517982, -122.467233783 37.763586535, -122.46690564 37.763600945, -122.466819287 37.763604738, -122.466816413 37.763563605)))",22665,2016-010699ENF,08/18/2016 12:00:00 AM +0000,Closed - Abated,09/28/2016 12:00:00 AM +0000,1316 10TH AVE 94122,Enforcement (ENF),ENF,Planning,Code Enforcement,Complaint,Planning/Complaint/Code Enforcement/ENF,1316/1318 10th Avenue,illegal short-term rental - 1316/1318 10th Avenue,APUTRA,Planning,16CAP-00000-00897,,,0,Adrian Putra,adrian.putra@sfgov.org,415-575-9079,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=16CAP&capID2=00000&capID3=00897&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=16CAP&ID2=00000&ID3=00897&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000967232255231,0.00000002850219
"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))",3281,2014-002033TDM,01/11/2018 12:00:00 AM +0000,Pending Review,,429 BEALE ST 94105,Transportation Demand Management (TDM),TDM,Planning,Planning Entitlements,Applications,Planning/Applications/Planning Entitlements/TDM,429 Beale Street and 430 Main Street,"Demolition of two existing self-storage structures.  New construction of a residential building containing 140 dwelling units, 70 auto parking spaces, and 110 bicycle parking spaces.",DVU,Planning,18CAP-00000-000N3,2014-002033PRJ,,0,Doug Vu,doug.vu@sfgov.org,415-575-9120,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=18CAP&capID2=00000&capID3=000N3&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=18CAP&ID2=00000&ID3=000N3&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002165989168758,0.000000181584435
"MULTIPOLYGON (((-122.424440899 37.798016091, -122.424516106 37.798388965, -122.424177333 37.798432032, -122.424101931 37.798059181, -122.424440899 37.798016091)))",20833,2015-014058CUA,10/05/2016 12:00:00 AM +0000,Approved,,2465 VAN NESS AVE 94123,Conditional Use Authorization (CUA),CUA,Planning,Planning Entitlements,Applications,Planning/Applications/Planning Entitlements/CUA,2465 VAN NESS AVE,"Conditional Use Authorization to permit the demolition and new construction of a 7-story, 41 unit multi-family residential structure over retail with parking garage and bicycle parking.",MWOODS,Planning,16CAP-00000-009XF,2015-014058PRJ,,21000000,Mary Cheung-Woods,mary.woods@sfgov.org,415-558-6315,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=16CAP&capID2=00000&capID3=009XF&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=16CAP&ID2=00000&ID3=009XF&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001443977112987,0.000000129596107
"MULTIPOLYGON (((-122.468301019 37.781010049, -122.468320849 37.781283944, -122.46847631 37.781276922, -122.468481293 37.781345752, -122.468066733 37.781364478, -122.467647697 37.781383405, -122.467622886 37.781040678, -122.468301019 37.781010049)))",94654,2007.0023C,01/04/2007 12:00:00 AM +0000,Closed - Withdrawn,08/02/2007 12:00:00 AM +0000,"389 09TH AV, SAN FRANCISCO, CA 94118",Conditional Use Authorization (CUA),CUA,Planning,Planning Entitlements,Applications,Planning/Applications/Planning Entitlements/CUA,378 10TH AV,WTS installation of approximately six panel antennas and associated cabinets.,JIONIN,Planning,07HIS-00000-01D0W,2007.0023,,70000,Jonas Ionin,jonas.ionin@sfgov.org,415-558-6309,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=07HIS&capID2=00000&capID3=01D0W&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=07HIS&ID2=00000&ID3=01D0W&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002356135749836,0.000000243909833
"MULTIPOLYGON (((-122.433461599 37.789441367, -122.433489425 37.789579538, -122.43353668 37.789803255, -122.432926626 37.789880223, -122.432853514 37.7895187, -122.432938794 37.789507856, -122.433025927 37.789496774, -122.433113062 37.789485693, -122.433200197 37.789474611, -122.43328733 37.78946353, -122.433374465 37.789452449, -122.433461599 37.789441367)))",22276,2016-011207ZAV,08/30/2016 12:00:00 AM +0000,Closed - Issued,09/01/2016 12:00:00 AM +0000,2451 SACRAMENTO ST 94115,Zoning Administrator Verification Letter (ZAV),ZAV,Planning,Letters,Research,Planning/Research/Letters/ZAV,2451 Sacramento Street - ZAV Request,Request for Zoning Verification Letter,ESALCEDO,Planning,16CAP-00000-008NB,,,0,Eugenio Salcedo,Eugenio.Salcedo@sfgov.org,415-575-9139,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=16CAP&capID2=00000&capID3=008NB&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=16CAP&ID2=00000&ID3=008NB&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001966312998238,0.000000225867927
"MULTIPOLYGON (((-122.46678637 37.758794114, -122.46689862 37.758789175, -122.46690341 37.758857728, -122.466487121 37.758876043, -122.466482332 37.75880749, -122.466527327 37.75880551, -122.466613674 37.758801712, -122.466700021 37.758797913, -122.46678637 37.758794114)))",145640,1997.055D,01/16/1997 12:00:00 AM +0000,Closed,04/07/1997 12:00:00 AM +0000,"1578 10TH AV, SAN FRANCISCO, CA 94122",Discretionary Review - Mandatory (DRM),DRM,Planning,Discretionary Review,Applications,Planning/Applications/Discretionary Review/DRM,1578 - 10th Avenue,Demolition of existing building and new construction of a two-family dwelling.,JBANALES,Planning,97HIS-00000-00REQ,1997.055,,0,Julian Banales,julian.banales@sfgov.org,415-558-6339,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=97HIS&capID2=00000&capID3=00REQ&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=97HIS&ID2=00000&ID3=00REQ&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000970822610227,0.000000028625444
"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))",47795,2014-002033PRJ,11/24/2014 12:00:00 AM +0000,Application Accepted,,429 BEALE ST 94105,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,429 Beale Street and 430 Main Street,"Demolition of two existing self-storage structures.  New construction of a residential building containing 140 dwelling units, 70 auto parking spaces, and 110 bicycle parking spaces.",DVU,Planning,14CAP-00000-002B4,,"2014-002033DNX,2014-002033ENV,2014-002033PPA,2014-002033TDM",0,Doug Vu,doug.vu@sfgov.org,415-575-9120,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=14CAP&capID2=00000&capID3=002B4&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=14CAP&ID2=00000&ID3=002B4&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,CHECKED,,,,,,,,,,,,,,,,,,,,,,,,,0,140970,140970,,,,,,,2300,0,-2300,,,,,,,0,18230,18230,,,,,,,,,,2,1,-1,2,,7,0,101,101,,,,0,119,119,,,,0,54,54,,,,,,,,,,,,,,,,,,,,0,76,76,0,8,8,0,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002165989168758,0.000000181584435
The PPA was submitted on 10/09/15 and the 90 day deadline is 01/07/16.",MWOODS,Planning,15CAP-00000-00AUJ,2015-014058PRJ,,0,Mary Cheung-Woods,mary.woods@sfgov.org,415-558-6315,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00AUJ&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00AUJ&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,CHECKED,,CHECKED,,No,,,,,,,,,,,,,,,,,,,,0,2991,2991,0,60335,60335,,,,,,,,,,,,,,,,0,7719,7719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001443977112987,0.000000129596107
"MULTIPOLYGON (((-122.390146674 37.787310971, -122.39047725 37.78704965, -122.390645676 37.787183003, -122.390312301 37.787446538, -122.389962894 37.787722742, -122.389797269 37.787587174, -122.390146674 37.787310971)))",35325,2015-018514GEN,10/06/2015 12:00:00 AM +0000,Closed - Informational,10/07/2015 12:00:00 AM +0000,429 BEALE ST 94105,Generic (GEN),GEN,Planning,General,Applications,Planning/Applications/General/GEN,429 Beale / 430 Main,Record Request,JCHEN,Planning,15CAP-00000-00EAC,,,,Josephine Chen,josephine.chen@sfgov.org,415-575-9199,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=15CAP&capID2=00000&capID3=00EAC&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=15CAP&ID2=00000&ID3=00EAC&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002165989168758,0.000000181584435
"MULTIPOLYGON (((-122.467561946 37.774389437, -122.467979775 37.77437041, -122.467984738 37.774438956, -122.467566908 37.774457981, -122.467562938 37.774403145, -122.467561946 37.774389437)))",127635,4081_ENF,08/14/2001 12:00:00 AM +0000,Closed - Abated,11/01/2001 12:00:00 AM +0000,"738 10TH AVE, SAN FRANCISCO, CA 94118",Enforcement (ENF),ENF,Planning,Code Enforcement,Complaint,Planning/Complaint/Code Enforcement/ENF,738 10TH AV,Tenant is operating a body healing service via physicist & metaphysician methods.  Tenant sees clients through appointments (too many clients).  Property is zoned RH-2; should not be used as commercial use.,BHELBER,Planning,01HIS-00000-01XIB,,,0,,,,https://aca.accela.com/ccsf/Cap/CapDetail.aspx?Module=Planning&TabName=Planning&capID1=01HIS&capID2=00000&capID3=01XIB&agencyCode=CCSF,https://av.accela.com/portlets/cap/capsummary/CapTabSummary.do?mode=tabSummary&serviceProviderCode=CCSF&ID1=01HIS&ID2=00000&ID3=01XIB&requireNotice=YES&clearForm=clearForm&module=Planning&isGeneralCAP=N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000973973710371,0.000000028734551
